category,final_text
politics,david rapid rise rank government continue promotion cabinet office minister elect safe labour seat previous job school standard minister role win may prior last election key figure new labour head street policy unit key member manifesto write team see one intellectual figure government also work tony blair policy unit leader opposition brief mr family background reveal impressive pedigree form father die influential academic david see key blair brother ed special advisor chancellor gordon brown prior work mr blair david spend time leave lean institute public policy research become secretary commission social justice year old educate comprehensive go oxford study politics economics also take political science institute technology
politics,campaigner stage rally call border rail link close reopen mark th anniversary line closure run edinburgh border walk anne borthwick campaign border rail say reopen line would restore area prosperity msps consider passenger rail service border campaigner say reopen line could cost would huge economic boost border border council say area economy suffer since closure borthwick say lobby group determine keep pressure scottish executive hop many people join u march mark th anniversary closure line say campaign border rail biggest independent lobby group scotland lobby rail service border eventually believe time scottish executive commit first phase project pledge fund line edinburgh first instance investigate extend line future borthwick say reopen line would move protect character scottish border study commission executive scottish border council council scottish border enterprise find half service edinburgh could cover operate cost also find half service edinburgh could cover operate cost railway join west coast main line could also
politics,artist critical welsh art fund bring assembly government control deny compare idea russia germany rhys jam worry art council wale may take welsh assembly government culture minister say would liken quango review hitler germany jam emphasise actually say artist need freedom future art council wale question since announce welsh quango would eventually abolish announce last july three welsh quango education train body wale tourist board welsh development agency would bring assembly government control art council wale may among next come assembly government umbrella jam win paint prize say art fund separate government jam tell bbc radio wale quite dangerous involve politician like health service like railway free expression absolutely vital democratic society need distance need government could take wrong way say report liken assembly government regime inaccurate tell good morning wale put record straight business paper say liken government russia hitler germany actual quote give vital society allow artist express without government control know past european history e russia germany early th century artist go underground leave country rather compromise expression artist need free voice express reflect truth art form say assembly government best place run art wale add would change devastate art would set art scene back year really think government expertise national assembly take control fear go go back dragon choir wale move international set back green valley respond jam criticism mr say structure quango review make clear announcement due shortly compare welsh assembly government hitler germany response real issue democratic accountability jam whose father welsh bear melbourne parent work theatre move powys nearly year ago work studio near win number art prize include wale open open
politics,jack straw attack decision britain highest court detain foreign terrorist suspect without trial break human right law foreign secretary say right life important liberty government duty protect people terrorism law lord simply wrong imply men hold new home secretary charles clarke vow nine men would remain prison law review house lord rule eight one majority favour appeal men deal major blow government anti terror policy mr straw deny amount constitutional crisis say hold right appeal special immigration appeal tribunal decision hold suspect uphold court law lord simply wrong imply decision detain people certificate home secretary tell bbc radio today programme foreign secretary insist parliament judge decide best britain could defend threat terrorism liberal democrat peer lord government independent anti terrorism law say possible detainee could release say law lord rule government major change need law rule come charles clarke first day home secretary follow david blunkett resignation statement mp mr clarke say ask parliament renew legislation new year meantime study judgment carefully see whether possible modify legislation address concern raise house lord detainee take case house lord court appeal back home office power hold without limit charge government opt part european convention human right concern right fair trial order bring anti terrorism legislation response september attack u foreign national suspect link terrorism detain opt deport detain deport would mean persecution homeland thursday lord senior law lord say rule incompatible european convention human right allow detention way discriminate grind nationality immigration status justify detention without trial foreign suspect briton lord rule say indefinite without charge trial country observe rule law statement detainee prison say hope government act upon decision scrap illegal law release return family love one case hear panel nine law lord rather usual five constitutional importance case solicitor gareth pierce represent eight detainee claim detention drive four detainee say two hold hospital
politics,resign position home secretary wednesday david blunkett charge substantial body government portfolio include race police immigration responsibility run home office include civil emergency security terrorism expenditure name home secretary general election mr blunkett see focus office attack world trade center september concern security immigration particular labour work class background mr blunkett push tough change labour policy recently issue identity card provoke controversy question raise cost invasion civil liberty mr blunkett also centre scandal involve former immigration minister beverly hughes receive full back hughes force resign april abuse visa process system claim unaware mr blunkett comment immigration prompt tell refugee afghanistan get back home start rebuild country also urge people ethnic minority develop sense belong britain tell speak english home avoid political second nature former home secretary metropolitan elite earlier year coin phrase liberal yet january year court controversy seemingly liberal grade b grade c status drug recent furore mr blunkett always appear interest politics personal life mr blunkett tell daily telegraph continue wear wed ring useful way ensure people think available add available get job mr blunkett enter parliament sheffield first contest sheffield seat one blind mp first reach front bench cabinet relax performance guide dog side box labour party national executive conference platform make easy forget mr blunkett describe able see simply use speech brief official tape also sharp time approach politics mr blunkett school sheffield lead city council seven year enter common chair labour party nationally unify force shadow health education tony blair first government mr blunkett put charge education employment win big increase fund school insist improve standard literacy prepare stand teach union sometimes speech policy charge university student tuition fee popular labour party regard loyal colleague avoid man whose humour determination make widely popular smile well guide dog lucy throw chamber speech tory opponent lucy replace half sister black coat cross nearly decade mr blunkett side
politics,million public service worker could strike minister scrap final salary pension scheme make work longer warn union leader cabinet office confirm review current pension system prompt union represent worker threaten unite action believe plan include raise mandatory retirement age public service worker government say union consult change make think propose overhaul due thursday could mean pension could base career average salary year serve staff currently get one highest salary final three year minister anxious avoid mass strike action lead next general election widely expect next may statement sunday cabinet office say review civil service pension scheme hop announce proposal soon union course consult propose change public sector pension scheme need remain affordable sustainable people live longer pension get expensive maintain long term pension scheme government announce green paper pension pension age would rise monday tony blair official spokesman decline say whether prime minister back plan say important process go consultation moment let wait process complete already widespread anger chancellor plan get rid civil servant public service union unite plan trade union congress discus issue next monday dave general secretary unison say change pension provision worker public sector would mean pay would still face raw deal member work nh local government never high pay city bonus could look forward decent pension take away say really mp recently vote best pension scheme europe say afford anyone else position unison accept oppose lead conflict unison government year next mr say worker want go strike call talk union highest level government mark public commercial service union say co ordinate one day strike unless government rethink fire union say government plan cut ill health retirement benefit measure chip away pension pension officer paul say pension million public sector worker threat apart mp judge generous pension arrangement country
politics,political party afford take older uk voter grant come election say age concern survey charity suggest say always vote general election compare year old charity bos gordon lishman say decisive blow strike election would older voter could rely turn total adult age interview study mr lishman urge next government boost state pension also call measure combat build effective public service support u age society older people want see manifesto commitment make difference live mr lishman say political party must wake fact unless address demand concern older people keep attract vote survey carry research people age say never vote general election among say would certain vote immediate election compare people age concern say unite around key area policy want government focus pension nh key issue economy important third tax crucial area
politics,senior official two body generate private income queen prince wale question mp aid duchy duchy appear common public account committee report could question prince charles spend parker bowl bbc correspondent peter hunt say responsible money spend may unable answer duchy official appear committee monday responsible generate money duchy provide queen private income duchy provide prince charles annual income duchy estate across county also include property shop office stock share set king edward iii provide income successive heir throne cover cost prince public private life neither charles william harry receive taxpayer money civil list however prince wale receive government department grant aid duchy last year generate almost prince pay income tax currently since
politics,scottish conservative party leader david mcletchie claim clear potential conflict interest edinburgh msp earn year law firm tod murray partner mr mcletchie say take advice holyrood official detail need declare advise exercise judgement avoid perception conflict say nothing wrong msp mr mcletchie sign parliamentary motion question expansion plan edinburgh airport emerge tod murray client oppose development mr mcletchie seek guidance standard committee clarify position bbc scotland political correspondent glenn campbell say complaint make mr mcletchie question raise dual role glenn say msps advise guard conflict interest perception conflict mr mcletchie say quite clear conflict interest arise case judgement take effectively look advice give allegation say nothing change respect work law firm matter would discus partner tod murray firm good work relationship last six year say mr mcletchie suppose work forever lawyer politician deserve retire put time limit
politics,tony blair join home secretary david blunkett visit sheffield thursday mr blunkett conduct look establish whether abuse position relation ex lover parliamentary standard watchdog look decision give quinn free rail ticket also investigate visa application mr quinn ex nanny visit sheffield see show unity mr blair wednesday prime minister question tory leader michael howard go offensive comment mr blunkett allege make new biography understand make series criticism cabinet colleague prime minister mr howard say mr blunkett complain inherit giant mess take home office jack straw foreign secretary tory leader go stop think culture secretary weak think trade secretary think think education secretary develop expect say prime minister like tell truth chancellor doubt prime minister agree bully mr blair voter remember record government comment politician home secretary already admit wrong give two first class ticket give mp mr quinn since pay back apologise genuine mistake say write watchdog answer question rail ticket mean help mp get westminster constituency inquiry parliamentary watchdog sir philip report common standard privilege committee group mp recommend full house common action take mr blunkett separate inquiry ex senior civil servant sir alan budd investigate whether home secretary help fast track bid mr quinn nanny stay uk last week mr blunkett win first round high court battle mr quinn access son mr blunkett decline comment position say inquiry way high court stress right privacy affect job improve security stability street stress mr blair support home secretary
politics,rise record number student south border apply university scotland however lifelong learn minister jim wallace say would result scottish student miss application england wale rise january previous year fear express flood fee refugee would try avoid top fee year introduce england june last year mr wallace announce proposal increase tuition fee english student study scotland attempt prevent cross border flood although figure yet agree legislation introduce top fee england due take effect autumn student start pay additional fee figure make public thursday admission service university scotland represent university principal claim increase application amount scottish student squeeze director david say student could apply attempt avoid possible increase annual fee english university major factor tell bbc radio scotland good morning scotland programme reason people opt scottish university perceive high quality offer attractive course scotland see attractive place study know take study hit top fee go university england may part reason number come scotland inflate however mean see thousand additional student england study mr wallace agree say figure look context explain application translate acceptance number huge additional figure also picture blur fact application wale plan top fee also rise mr wallace say accept student part world show high regard scottish higher education hold britain want make sure student make choice nature course sort financial pressure go scotland want situation become impossible scottish student get place scottish university see cheap option often quality university experience enhance fact student come wide range background would wrong go way start exclude student
politics,could find prosecute plan crack animal committee mp warn word draft animal welfare bill could leave face court even though intend environment select committee say mp say concern government consult directly plan improve animal welfare raise complex issue need resolve mp say call cast iron guarantee government consult plan regulate animal industry like fair game bird draft bill seek modernise improve animal welfare legislation intend protect keep animal companion animal set duty care addition maintain exist offence create offence keeper fail protect animal responsible bill would allow animal welfare officer intervene prevent harm animal well outlaw animal unless demonstrate animal best interest environment select committee make recommendation hear evidence organisation individual one call amend bill prosecution engage fish inadvertently encourage even later fail accept neither commercial fish angle fall within draft bill therefore support government intention exempt fish activity committee say amendment need ensure case bring however exempt fish government careful ensure person catch fish give inflict unnecessary suffer course pursue activity committee add committee also say legal protection animal downgrade bill law animal would significantly weaken mp urge government clause relate prosecution offence stand draft bill would allow certain act prosecute unnecessary suffer cause animal unnecessary mental suffer go committee chairman michael jack say change law affect animal always powerful emotion great public interest draft bill exception committee welcome development approach animal welfare wait problem occur enable action take protect animal suffer take place mr jack say bill much feel work progress urge government guarantee obligation consult law extend plan area fair game bird farm government must work hard take rough edge initial proposal bill introduce parliament add
politics,new home secretary charles clarke vow plough plan id card despite call pause think charles kennedy lib dem leader say david blunkett resignation good opportunity question whether legislation necessary mr clarke say support plan mr blunkett argue cabinet support id card mean create secure society say mr clarke acknowledge measure introduce remain matter debate say legislation already significantly influence recommendation common home affair committee issue would debate parliament next monday schedule insist earlier mr kennedy whose party oppose id card plan deeply flaw say christmas come new home secretary time think tell bbc radio today programme mr clarke report le id card predecessor good opportunity new home secretary new sweep clean respect need legislation first place ask earlier week tory announce would back government plan although michael howard force deny shadow cabinet split decision decide support plan police say would help fight terror crime illegal immigration among report serious reservation strategy senior shadow cabinet member david davis oliver letwin tim chairman bar council guy mansfield qc warn real risk people margin society would drive hand extremist go happen young asian men bomb go somewhere go stop id card go detain home office say people pay passport id card together fee separate id card first card would issue introduce bill mr blunkett suggest parliament could decide whether make compulsory everybody card although carry new bill also create new criminal offence possession false identity document civil penalty include fine fine people fail say move house change detail fail sign card become compulsory scheme oversee new independent watchdog
politics,smoke free area save live improve scotland health first minister jack mcconnell insist tell scottish parliament wednesday comprehensive ban smoke public place would introduce spring mr mcconnell say country health rat least smoke say fin would levy employer licence would remove non compliance earlier scottish executive consider range option agree introduce ban smoke public place statement parliament mr mcconnell say license trade would ask join expert committee prior ban come force health argument far outweigh public complete ban claim license trade job would lose tell msps say would international market campaign tourist enjoy smoke free environment sick man europe image become thing past still national habit hold u back time come parliament accelerate improvement health declare health rat lack exercise drug abuse excessive drink eat make u one country europe many smoke clear scotland must hold back poor public health single biggest contribution government make reduce toll death cause smoke legislation introduce part health service provision bill consider parliament christmas main point plan comprehensive ban smoke public place scotland legislation enforce environmental health local license officer license employer fail enforce law face fin maximum license refuse comply law face ultimate sanction lose licence system issue fix penalty notice individual break law examine individual break law face maximum fine mr mcconnell claim evidence smoke ban help either give quicker smoke le say fall cigarette sale new york ireland mr mcconnell add near nine per cent rise tax revenue new york bar restaurant ireland one point three per cent volume sale fall decline ban afternoon announcement follow cabinet meet wednesday morning win broad support opposition party scottish national party holyrood leader sturgeon welcome move add public consult clock tick towards ban date say time come ban smoke public place evidence ban cut death smoke make easier desperately want give habit must also recognise people concern reservation people yet persuade scottish conservative party leader david mcletchie question would exempt ban keen know scottish prison would continue allow smoke mr mcletchie ask would ironic perhaps entirely typical first minister brave new scotland criminal become criminal scottish green party health spokeswoman scott say please scotland would follow success story new york ireland believe majority people scotland want go without breathe harmful tobacco smoke
politics,divorce parent seek access child often disadvantage legal system mp say constitutional affair select committee say parent custody could exploit delay system stop former partner gain access court use last resort order enforce mp say reject claim make campaign group legal equal access currently interest child paramount impose family whatever need child would welfare individual child secondary position mp say say law change require family court specifically take account importance sustain relationship child non resident parent contest case would right non resident parent contact child well right child contact parent maintain sufficient flexibility cope issue safety say delay court hear inability effectively enforce court order allow new status arrangement child become establish default say although court avoid bias considerable ground accept non resident parent frequently disadvantage system present give strong animosity party common contest family case find hard believe tactical delay sometimes use advantage resident parent committee chairman alan beith say five month inquiry complex one moment far many contact case deal court could better resolve professional mediation negotiation say situation change court system use last resort mediation negotiation completely break issue abuse domestic violence need deal help reduce delay improve live many child across country
politics,uk u must realise prevent terror attack focus make sure nuclear strike say top academic key influence new labour think say u emphasis evil priority instead fail state include russia pakistan properly control nuclear material argue report demand major overhaul world rule nuclear technology professor senior adviser president carter white house behind idea influence development third way politics report foreign policy centre think tank say nuclear terrorist attack main danger face many nation attempt defend harden domestic target work one rely pre take war terrorist attack say mean urgent need curb terrorist access nuclear arm material use make must recognise unable stop attack thus ensure terrorist able strike weapon mass destruction prof continue suggest call rogue state iran north korea le problem fail fail state likely source nuclear material name russia fail state concern estimate material outside america also worry pakistan one top nuclear scientist khan admit leak nuclear secret prof criticise u overlook report suggest return pakistani help hunt bin like let serial killer go promise catch jay walker say upgrade security nuclear arm store temporary measure create new global safety authority tackle nuclear terrorism use intelligence link establish wake september back unite nation authority encourage pressure use available mean persuade country switch highly le dangerous le possible take material away fail state safe blend convert compel fail rogue state eventually state destroy nuclear bomb
politics,ex russian intelligence officer risk life spy mi enter seventh week hunger strike near street viktor claim betray british authority promise would live like average british citizen despite settlement four year ago say deny status decent pension ex russian spy give civil service pension hunger strike weapon last resort work determination course case without work mr tell bbc newsnight programme since come country two promise make break one senior officer become secret agent british say happy way government treat since since defect comment mr case say british state fat impossible come demand give money every week mr case back david former lead expert code break confirm information valuable western ally believe government unite kingdom respect probably power authority take information victor dry leave hang cold mr say mr join russia year old one fellow pupil intelligence school vladimir putin headquarter moscow post secret th intercept diplomatic traffic west rise rank senior thought western power become deeply soviet regime fuel home poland english teacher make approach begin pas secret british intelligence service spy mi two year betray friend send soviet hard labour camp circle within week release make contact british authority spy arrange meet mi agent give false passport say promise would give chance live like average uk citizen arrive london year ago feel promise fulfil long period live deteriorate health four year ago take legal action government settle buy small house say remain hunger strike receive decent pension right work something feel deny authority trust government source tell bbc reach final settlement former spy able appeal security intelligence tribunal
politics,liberal democrat promise raise stamp duty threshold win general election bid court first time house buyer vince cable party treasury spokesman say raise threshold would prevent home buyer pay tax say first time buyer squeeze house market labour party say liberal democrat need explain would pay plan plan form part wider lib dems policy encourage first time buyer lower income market proposal average save new buyer would accord mr cable first time buyer squeeze house market higher house price also sweep stamp duty net say fail stamp duty threshold gordon brown hit first time buyer low income hardest pledge increase threshold liberal democrat make possible many first time buyer buy property without face tax paul boateng mp labour chief secretary treasury say lib dems sum add credibility say would fund ever grow list tax spend commitment mr cable publish alternative budget monday
politics,teacher could get power remove pupil class zero tolerance drive education secretary ruth kelly suggest kelly tell bbc progress make severely disruptive child parent still worry lower level problem minister also confirm receive support catholic movement deny faith mean would refuse key government job conservative make school discipline one five priority area run next general election kelly expect announce plan issue next fortnight tell bbc one breakfast frost really important support head teacher teacher tackle disruption classroom make huge progress really difficult case pupil severely disruptive behaviour quite rightly teacher concern parent concern lower level disruption go classroom tackle would like see teacher able remove disruptive child classroom completely either alternative provision within school indeed school may work together school particular area provide provision think plan may distinguish exclude pupil school take mainstream class head teacher currently exclude pupil commit threaten violence school abuse pupil people sell illegal drug persistent malicious disruptive behaviour kelly enter cabinet last month force resignation home secretary david blunkett link mean work god latin provoke controversy critic say organisation strictly catholic teach member reject claim ask member group kelly say support right private matter sure respect politician entitle private life deny report belief issue would make refuse serve health international development minister collective responsibility cabinet minister mean also take responsibility policy area argue government yet issue official response tomlinson review recommend absorb exist qualification kelly say reform build gcse level comment impress tory shadow education secretary tim collins ruth kelly want ditch tomlinson report structure absolutely idea put place say also talk improve discipline make mind talk agenda let child teacher parent
politics,citizenship ceremony could introduce people celebrate th birthday charles clarke say idea try part overhaul way government approach citizenship particularly ethnic minority pilot scheme base ceremony australia start october mr clarke say would way recognise young people reach vote age also gain greater independence parent britain young black asian people encourage learn nation heritage part government new race strategy also target specific issue within different ethnic minority group official say home secretary want young people feel belong understand cultural identity alongside british launch follow row role faith school britain monday school inspection chief david bell accuse islamic school fail teach pupil obligation british society muslim council britain say bos mr bell comment highly irresponsible home office start work community race equality strategy last year outcome launch wednesday call improve opportunity strengthen society aim tackle racism exclusion rise political religious represent move away one size fit approach focus specific within cultural group say home office spokesman right say black ethnic minority group must disadvantage spokesman highlight specific issue affect particular community example people south asian origin tend suffer high heart disease drill focus sort problem spokesman add launch initiative mr clarke say enormous progress make race issue recent year add many member black minority ethnic community thrive may still find harder succeed employment gain access healthcare education house strategy set government commitment identify respond specific need minority society uk population describe come non white ethnic minority street strategy unit say people indian chinese background well average often outperform white people education earn pakistani black caribbean origin significantly likely unemployed earn le white say home office want initiative try promote sense belong encourage young people take part voluntary work program design support citizenship lesson already take place school
politics,first child commissioner england appoint great street hospital professor child health al green choose government start year job immediately oversee annual budget power look matter relate interest well child prof green also national clinical director child department health promise make sure child opinion count draw experience work child young people help ensure power improve child live live responsibility want child young people know approach discus matter affect know value opinion education secretary ruth kelly say prof green would strengthen voice child young people prof green oxford university train guy hospital medical school university london college oxford switzerland describe proud four scotland wale northern ireland already child commissioner
politics,eu embargo arm export china likely lift next six month despite u objection uk foreign secretary jack straw say year old ban impose aftermath china crackdown protester tiananmen square mr straw tell common select committee human right concern china remain say wrong put china embargo country zimbabwe december eu pledge work towards lift ban say ready yet eu move welcome time beijing describe embargo product cold war german chancellor gerhard schroeder french president jacques chirac repeatedly call embargo lift britain cautious issue wednesday mr straw say also want end long understand china argument say zimbabwe appropriate think tell joint committee strategic export control say likely ban would lift britain take presidency eu july say eu code conduct would prevent increase number arm export country lift end effective arm control relation china mr straw say u government suspicious country within eu want ban lift say many washington objection base lack information understand export control guideline work eu country intense discussion take place u official convince right thing washington think fear would lead buy spree arm could use china threaten diplomatic rival taiwan u official say satisfy mechanism eu code conduct robust enough prevent abuse u state john bolton meet british official week press case keep embargo
politics,cap donation political party introduce yet election watchdog say fear big donor buy political favour spark call limit new report electoral commission say worth debate cap future right time introduce also say state fund political party candidate able spend election campaign almost report donation political party nearly individual gift worth rule already change public see give much party report say still public suspicion commission say cap donation would mean taxpayer give party cash something would first acceptable public show work principle oppose introduction donation cap believe major departure exist system would sensible say report cap small enough amount make difference would ban donation even without change commission urge political party seek small scale donation suggest income tax relief gift also suggest increase state fund party help extend party least two member house common european parliament scottish parliament welsh assembly northern ireland assembly suggest new way boost election campaign see way improve voter turnout local election candidate entitle free campaign leaflet say watchdog shift amount money allow spend election national level local level help politician engage better voter report suggest double money spend candidate cut national spend limit commission also say spend limit general election cover four month poll happen election electoral commission chairman sam younger say doubt political party vital role play maintain health democracy need adequately research show people want inform party politics want politician visible accessible public reluctant state fund party time unhappy large private donation call wider public debate party fund find consensus need radical change current system
politics,billion pound spend conflict iraq middle east use reduce poverty cardinal murphy connor say head catholic church england wale make comment bbc radio stance christmas midnight mass cardinal use christmas message war iraq terrible waste money archbishop speak war speak bbc radio think day slot criticise fact billion spend war instead use bring people poverty disease cardinal say year campaign make history poverty add government rich country ready devote peace resource commit war would see new eye speak new voice perhaps others would listen u new ear cardinal touch theme friday night tell westminster peace worth always peace arrive cardinal ask war iraq violence holy land horror pain death amongst poor deprive suffer thus find peace one wish happy christmas fellow christian iraq holy land suffer africa unless whatever way open u say make peace cardinal archbishop dr williams appeal weapon inspector give time iraq war start dr williams since criticise government case war say failure find weapon mass destruction damage faith political system friday cardinal ask search peace possible real worth always promise say also wish peace home peace home begin peace home community spokesman say street comment make prime minister tony blair say put africa top agenda britain chair g summit next year
politics,hundred ballot paper regional assembly referendum north east disappear royal mail say investigate situation mean home county receive vote pack official council race time try situation postal vote two million due hand november spokesman council say send ballot paper problem royal mail somewhere along line something go wrong ballot paper deliver royal mail investigate see find problem spokeswoman royal mail say investigate problem delivery route area affect several hundred property fail receive ballot paper work closely council help problem one receive ballot paper special hand delivery take place necessary unaware problem kind regional assembly vote council spokesman add initially complaint couple resident say think ballot paper make investigation become clear bigger issue spokeswoman electoral commission tell bbc news online letter send home affect say commission satisfy measure put place ensure voter receive ballot paper time far total ballot envelop scan bar code count office across north east
politics,issue muslim consider vote next general election debate uk community representative event hold muslim association britain believe muslim voter could influence result constituency last year oppose war iraq urge muslim vote labour european election spokesman stress meet necessarily anti labour meet anti party particular anti policy issue go ask muslim vote spokesman dr say tuesday event issue concern muslim muslim generally agree past aware vote serve issue dr say main issue muslim consider refer war iraq palestinian situation civil liberty muslim uk economic social education problem uk muslim vote age previous election research show overwhelm majority traditionally vote labour recent study suggest labour support fall away significantly among muslim voter anger war iraq appear main reason many say representative number muslim organisation attend tuesday event among muslim council britain chairman public affair committee khan say war iraq would significant factor affect muslim vote intention think go quite significant number seat could impact mr khan say however professor john university sceptical much difference tactical vote muslim could make part labour constituency large muslim community relatively safe one two quite safe professor say constituency labour risk muslim tactical vote green east london lancashire add green former labour mp george galloway found anti war party respect stand sit mp king vote majority liberal democrat mainstream party survey show benefit muslim labour secure second place election secure vote fewer labour professor say muslim anti war vote could split liberal democrat respect mean neither would benefit much ballot box tory might labour lose seat generally case say dr say intention tory know next government labour aim send message make difference muslim use vote properly next labour government reduce majority great achievement big majority harmful politics country dr say
politics,effort make protect worker day christmas day new year day support seek bill would ensure large retailer scotland remain close christmas day january trade union say shop worker able enjoy break family msp karen want ensure whose role essential work festive season recent year store open traditional holiday start end year sale christmas day new year day say find member public supportive campaign street early evidence show quite clearly vast majority people believe shop worker give two special day spend friend family general secretary john add christmas day new year day special day everyone scotland fact shop open important part make special largely collective day rest want people tell karen consultation whether want special nature day remain whether want become like trade day shop open business usual consultation christmas new year day trade bill far attract almost response close february
politics,tony blair hail deal bring turkey step closer eu membership important world future peace prosperity mr blair lead advocate turkish membership despite controversy surround idea leave brussels summit mr blair say fact turkey muslim country mean bar deal open formal talk come despite eu demand turkey recognise cyprus agree issue tackle later date turkish premier accept negotiation guarantee country full eu membership join turkey may accept restriction limit migration citizen mr blair say turkey eu importance future peace prosperity country britain wider world state fundamental principle fact turkey muslim country mean bar europe contrary fulfil principle human right muslim christian work together agreement turkey must issue write statement promise sign accord effectively recognise greek government give turkey time sell idea people internationally recognise southern part cyprus eu member turkey occupy northern cyprus previously insist would bow demand recognise country call issue red line could take year turkey able join entry guarantee eu also announce start talk croatia april however talk begin country co operate fully un war crime tribunal former
politics,government write two british men free guantanamo bay tell allow passport letter send martin mubanga say british passport would issue light evidence gather u suggest likely take part action uk ally target leave britain say identical letter send abbasi men solicitor say know whether two men release cuba detention camp january richard moazzam begg also receive letter government implement rarely use royal order withdraw men passport th time power use since last time letter home office say write inform basis information come light detention unite state home secretary consider strong ground believe leave unite kingdom would take part activity unite kingdom ally target home office say could comment individual case liberal democrat say suspect move part package security measure agree u order men allow home guantanamo bay home affair spokesman mark oaten also demand assurance evidence men gain torture add power use absolute extreme circumstance find hard believe condition meet time say move also raise complex question use royal liberal democrat promise raise issue parliament amnesty international uk also question whether decision base torture evidence obtain guantanamo bay believe investigation role play uk detention uk resident national possibly many others guantanamo bay say director kate allen men solicitor louise christian raise question whether evidence gather torture pentagon tell bbc news u policy condemn prohibit torture say evidence british detainee torture abuse mr abbasi south london take guantanamo bay capture afghanistan mr mubanga north london originally detain zambia
politics,eight protester storm house common chamber debate hunt bill charge conduct men arrest september burst chamber cause hunt ban debate halt charge include ferry year old son rock star bryan ferry tomlinson close friend prince william harry charge section public order act police say five eight men hold news conference outside cross police station monday even charge formerly put men solicitor matthew knight say time occur men commit criminal offence offence house common criminal offence say parliament want make enter house common chamber foot criminal offence prosecute prosecute public order act offence guilty appear bow street magistrate court december police spokesman say ferry former eton pupil joint leader south hunt say regret nothing wrong beyond obvious stand right act like like rest country one men david say seven protester would plead guilty charge protester john robert play prince charles team andrew elliot near point point richard york former royal nick wood september protest come day huge pro hunt demonstration parliament square four men run behind speaker chair another past different five try confront mp bundle chamber later lead away police three others intercept security staff try join five chamber speaker michael martin later say men use forge letter gain access house common help get close chamber parliamentary pas holder november use parliament act mean total ban hunt dog england wale however many pro hunt activist remain law pas say would ignore ban continue hunt last week countryside alliance say hunt would meet legally day ban hunt dog come force alliance say february meet would show new law difficult determine open different interpretation
politics,parent refuse allow former partner contact child could tag plan consider minister curfew community service order option could use court order allow access defy lord falconer say constitutional affair secretary outline plan tuesday deny father activist force change tell bbc recognition something wrong couple go court resolve access dispute year although nine court intervention lord falconer tell bbc radio today programme hop voluntary mediation could help solve dispute reach court oppose compulsory mediation say would lead many people take part wrong attitude plan include parent plan give advice access arrangement base real life example work past extend court informal hear contest court case better access legal emotional practical advice telephone internet legal aid change give incentive early resolution dispute judge already jail parent breach contact order nuclear option rarely use see child interest spokesman say aim new legislation provide medium range penalty fin community service order compulsory anger management parent class curfew failure comply measure could result offender tag possibility tag parent lord falconer say tag may go far let debate full detail new power reveal bill publish next two week spokesman say government proposal meet father right group john controversial group father justice say disappoint get case recycle exist legislation jim family need father say new proposal lack would like see couple develop plan source court order know stand know minimum access otherwise see people make agreement fall apart mr say tell child minister margaret enough time pas bill parliament general election likely take place may conservative call equal split parent access make law may shadow secretary family tell bbc radio today programme government plan inadequate paper crack current system say conservative government would bring radical reform family court well enforce legal co parent compulsory mediation want make court last resort rather first resort add government say child simply divide like property marriage collapse liberal democrat argue flexibility decide access rule rather target
